Country,Year,Value
Sweden,2001,3124
Sweden,2002,3133
Sweden,2003,3124
Sweden,2004,3147
Sweden,2005,3122
Sweden,2006,3091
Sweden,2007,3089
Sweden,2008,3128
Sweden,2009,3126
Sweden,2010,3151
Sweden,2011,3157
Sweden,2012,3170
Sweden,2013,3179
Sweden,2014,3198
Sweden,2015,3182
Sweden,2016,3192
Sweden,2017,3196
Sweden,2018,3184
Switzerland,2000,3440
Switzerland,2001,3380
Switzerland,2002,3436
Switzerland,2003,3432
Switzerland,2004,3412
Switzerland,2005,3386
Switzerland,2006,3432
Switzerland,2007,3428
Switzerland,2008,3445
Switzerland,2009,3465
Switzerland,2010,3448
Switzerland,2011,3491
Switzerland,2012,3382
Switzerland,2013,3391
Switzerland,2014,3421
Switzerland,2015,3398
Switzerland,2016,3364
Switzerland,2017,3388
Switzerland,2018,3354
Turkey,2000,3662
Turkey,2001,3621
Turkey,2002,3607
Turkey,2003,3588
Turkey,2004,3609
Turkey,2005,3611
Turkey,2006,3647
Turkey,2007,3630
Turkey,2008,3595
Turkey,2009,3621
Turkey,2010,3650
Turkey,2011,3674
Turkey,2012,3690
Turkey,2013,3706
Turkey,2014,3659
Turkey,2015,3723
Turkey,2016,3690
Turkey,2017,3737
Turkey,2018,3711
United Kingdom,2000,3362
United Kingdom,2001,3400
United Kingdom,2002,3416
United Kingdom,2003,3400
United Kingdom,2004,3445
United Kingdom,2005,3438
United Kingdom,2006,3438
United Kingdom,2007,3417
United Kingdom,2008,3422
United Kingdom,2009,3412
United Kingdom,2010,3404
United Kingdom,2011,3417
United Kingdom,2012,3403
United Kingdom,2013,3424
United Kingdom,2014,3376
United Kingdom,2015,3393
United Kingdom,2016,3374
United Kingdom,2017,3393
United Kingdom,2018,3344
United States,2000,3755
United States,2001,3707
United States,2002,3783
United States,2003,3777
United States,2004,3809
United States,2005,3828
United States,2006,3783
United States,2007,3757
United States,2008,3700
United States,2009,3645
United States,2010,3650
United States,2011,3649
United States,2012,3687
United States,2013,3682
United States,2014,3717
United States,2015,3735
United States,2016,3760
United States,2017,3778
United States,2018,3782
Brazil,2000,2880
Brazil,2001,2892
Brazil,2002,2927
Brazil,2003,3067
Brazil,2004,3082
Brazil,2005,3078
Brazil,2006,3096
Brazil,2007,3106
Brazil,2008,3178
Brazil,2009,3166
Brazil,2010,3230
Brazil,2011,3286
Brazil,2012,3248
Brazil,2013,3263
Brazil,2014,3303
Brazil,2015,3248
Brazil,2016,3234
Brazil,2017,3250
Brazil,2018,3301
Chile,2000,2833
Chile,2001,2868
Chile,2002,2900
Chile,2003,2891
Chile,2004,2917
Chile,2005,2909
Chile,2006,2957
Chile,2007,2933
Chile,2008,2943
Chile,2009,2892
Chile,2010,2915
Chile,2011,2956
Chile,2012,2958
Chile,2013,2979
Chile,2014,3008
Chile,2015,2982
Chile,2016,3009
Chile,2017,3020
Chile,2018,3029
China (People's Republic of),2000,2808
China (People's Republic of),2001,2816
China (People's Republic of),2002,2832
China (People's Republic of),2003,2833
China (People's Republic of),2004,2857
China (People's Republic of),2005,2879
China (People's Republic of),2006,2883
China (People's Republic of),2007,2919
China (People's Republic of),2008,2977
China (People's Republic of),2009,2994
China (People's Republic of),2010,3044
China (People's Republic of),2011,3081
China (People's Republic of),2012,3100
China (People's Republic of),2013,3108
China (People's Republic of),2014,3151
China (People's Republic of),2015,3192
China (People's Republic of),2016,3159
China (People's Republic of),2017,3179
China (People's Republic of),2018,3206
Estonia,2000,3050
Estonia,2001,3046
Estonia,2002,3043
Estonia,2003,3074
Estonia,2004,3080
Estonia,2005,3167
Estonia,2006,3203
Estonia,2007,3222
Estonia,2008,3313
Estonia,2009,3348
Estonia,2010,3310
Estonia,2011,3289
Estonia,2012,3232
Estonia,2013,3253
Estonia,2014,3210
Estonia,2015,3171
Estonia,2016,3142
Estonia,2017,3138
Estonia,2018,3247
India,2000,2380
India,2001,2333
India,2002,2285
India,2003,2282
India,2004,2256
India,2005,2270
India,2006,2334
India,2007,2400
India,2008,2427
India,2009,2415
India,2010,2442
India,2011,2455
India,2012,2435
India,2013,2459
India,2014,2460
India,2015,2454
India,2016,2498
India,2017,2531
India,2018,2533
Indonesia,2000,2436
Indonesia,2001,2424
Indonesia,2002,2451
Indonesia,2003,2468
Indonesia,2004,2471
Indonesia,2005,2468
Indonesia,2006,2483
Indonesia,2007,2522
Indonesia,2008,2544
Indonesia,2009,2603
Indonesia,2010,2651
Indonesia,2011,2712
Indonesia,2012,2770
Indonesia,2013,2777
Indonesia,2014,2819
Indonesia,2015,2815
Indonesia,2016,2869
Indonesia,2017,2883
Indonesia,2018,2884
Israel,2000,3553
Israel,2001,3603
Israel,2002,3698
Israel,2003,3576
Israel,2004,3621
Israel,2005,3633
Israel,2006,3624
Israel,2007,3525
Israel,2008,3523
Israel,2009,3514
Israel,2010,3535
Israel,2011,3546
Israel,2012,3603
Israel,2013,3610
Israel,2014,3576
Israel,2015,3511
Israel,2016,3518
Israel,2017,3565
Israel,2018,3528
Russia,2000,2877
Russia,2001,2954
Russia,2002,3025
Russia,2003,3064
Russia,2004,3113
Russia,2005,3204
Russia,2006,3247
Russia,2007,3309
Russia,2008,3312
Russia,2009,3273
Russia,2010,3302
Russia,2011,3331
Russia,2012,3366
Russia,2013,3361
Russia,2014,3365
Russia,2015,3353
Russia,2016,3339
Russia,2017,3366
Russia,2018,3345
Slovenia,2000,3056
Slovenia,2001,3055
Slovenia,2002,3081
Slovenia,2003,3113
Slovenia,2004,3158
Slovenia,2005,3071
Slovenia,2006,3120
Slovenia,2007,3143
Slovenia,2008,3156
Slovenia,2009,3179
Slovenia,2010,3176
Slovenia,2011,3165
Slovenia,2012,3160
Slovenia,2013,3168
Slovenia,2014,3203
Slovenia,2015,3164
Slovenia,2016,3164
Slovenia,2017,3192
Slovenia,2018,3191
South Africa,2000,2886
South Africa,2001,2909
South Africa,2002,2906
South Africa,2003,2929
South Africa,2004,2940
South Africa,2005,2952
South Africa,2006,2927
South Africa,2007,2920
South Africa,2008,2924
South Africa,2009,2936
South Africa,2010,2992
South Africa,2011,3002
South Africa,2012,3014
South Africa,2013,3022
South Africa,2014,2976
South Africa,2015,2942
South Africa,2016,2921
South Africa,2017,2936
South Africa,2018,2899
Australia,2000,101.3
Australia,2001,100.8
Australia,2002,104.8
Australia,2003,109.6
Australia,2004,101.5
Australia,2005,104.9
Australia,2006,104.6
Australia,2007,108.3
Australia,2008,106.5
Australia,2009,103.3
Australia,2010,103.8
Australia,2011,105.9
Australia,2012,104.5
Australia,2013,106.3
Australia,2014,107.3
Australia,2015,109.6
Australia,2016,110.2
Australia,2017,105.4
Australia,2018,105.9
Austria,2000,106
Austria,2001,106.9
Austria,2002,106.1
Austria,2003,102.1
Austria,2004,100.5
Austria,2005,102.7
Austria,2006,101.5
Austria,2007,103.7
Austria,2008,101.8
Austria,2009,102.4
Austria,2010,101.8
Austria,2011,103.3
Austria,2012,103.4
Austria,2013,106.2
Austria,2014,106.5
Austria,2015,107.1
Austria,2016,109.6
Austria,2017,107.4
Austria,2018,109.1
Belgium,2000,96.6
Belgium,2001,100.8
Belgium,2002,100.6
Belgium,2003,99.5
Belgium,2004,99.3
Belgium,2005,99.3
Belgium,2006,100.1
Belgium,2007,101.2
Belgium,2008,98.4
Belgium,2009,96.1
Belgium,2010,96.9
Belgium,2011,96.6
Belgium,2012,99
Belgium,2013,99.6
Belgium,2014,98.5
Belgium,2015,98.9
Belgium,2016,99.8
Belgium,2017,98.5
Belgium,2018,99.9
Canada,2000,106.1
Canada,2001,105.1
Canada,2002,105.3
Canada,2003,104
Canada,2004,104.8
Canada,2005,102.1
Canada,2006,103.5
Canada,2007,104.4
Canada,2008,104.7
Canada,2009,103.1
Canada,2010,104.1
Canada,2011,103.9
Canada,2012,104.6
Canada,2013,105
Canada,2014,98.7
Canada,2015,97.6
Canada,2016,102.4
Canada,2017,104.7
Canada,2018,104.1
Czech Republic,2000,90.3
Czech Republic,2001,92.8
Czech Republic,2002,93
Czech Republic,2003,93
Czech Republic,2004,96.1
Czech Republic,2005,99.3
Czech Republic,2006,95.3
Czech Republic,2007,95.1
Czech Republic,2008,93.8
Czech Republic,2009,92.6
Czech Republic,2010,92.8
Czech Republic,2011,90.8
Czech Republic,2012,86.9
Czech Republic,2013,87.5
Czech Republic,2014,87.4
Czech Republic,2015,87.4
Czech Republic,2016,88.6
Czech Republic,2017,86.9
Czech Republic,2018,87
Denmark,2000,99.9
Denmark,2001,107.6
Denmark,2002,107.3
Denmark,2003,103.4
Denmark,2004,105.6
Denmark,2005,115.6
Denmark,2006,112.9
Denmark,2007,110.6
Denmark,2008,109.3
Denmark,2009,103.9
Denmark,2010,110.4
Denmark,2011,106.4
Denmark,2012,103.8
Denmark,2013,108.9
Denmark,2014,108.7
Denmark,2015,109.6
Denmark,2016,114.3
Denmark,2017,115.6
Denmark,2018,117.1
Finland,2000,101.2
Finland,2001,102.3
Finland,2002,102.1
Finland,2003,104.3
Finland,2004,105.3
Finland,2005,106
Finland,2006,108.1
Finland,2007,110.5
Finland,2008,111.8
Finland,2009,109.9
Finland,2010,112.4
Finland,2011,113.9
Finland,2012,116.4
Finland,2013,117.7
Finland,2014,118
Finland,2015,118.2
Finland,2016,117.6
Finland,2017,118.2
Finland,2018,118
France,2000,117.5
France,2001,119.1
France,2002,118.9
France,2003,116.3
France,2004,114.1
France,2005,111.3
France,2006,111
France,2007,110.6
France,2008,112.6
France,2009,111.2
France,2010,113.2
France,2011,111.8
France,2012,111.3
France,2013,110.5
France,2014,107.1
France,2015,108.9
France,2016,109.6
France,2017,109.4
France,2018,108.3
Germany,2000,94.5
Germany,2001,97.9
Germany,2002,99
Germany,2003,98
Germany,2004,96.7
Germany,2005,97
Germany,2006,99.2
Germany,2007,102.5
Germany,2008,101.3
Germany,2009,102.6
Germany,2010,101.9
Germany,2011,103.2
Germany,2012,101.8
Germany,2013,101.6
Germany,2014,104.1
Germany,2015,105.1
Germany,2016,104.7
Germany,2017,104.1
Germany,2018,105.4
Greece,2000,120.8
Greece,2001,115.3
Greece,2002,113.9
Greece,2003,117.8
Greece,2004,117.3
Greece,2005,114.5
Greece,2006,113.6
Greece,2007,115.1
Greece,2008,111.9
Greece,2009,113.3
Greece,2010,112
Greece,2011,109.6
Greece,2012,108.2
Greece,2013,108.8
Greece,2014,109.1
Greece,2015,106.2
Greece,2016,105.1
Greece,2017,106
Greece,2018,108.2
Hungary,2000,91.2
Hungary,2001,88.8
Hungary,2002,89.1
Hungary,2003,87.3
Hungary,2004,90.6
Hungary,2005,90.6
Hungary,2006,90.4
Hungary,2007,87.3
Hungary,2008,86.5
Hungary,2009,85.1
Hungary,2010,81.5
Hungary,2011,81.9
Hungary,2012,80.7
Hungary,2013,78.9
Hungary,2014,83.1
Hungary,2015,85.1
Hungary,2016,87.1
Hungary,2017,88.5
Hungary,2018,89.6
Iceland,2000,123.7
Iceland,2001,121.4
Iceland,2002,127.8
Iceland,2003,129.5
Iceland,2004,127.3
Iceland,2005,129.3
Iceland,2006,134.7
Iceland,2007,138.2
Iceland,2008,134.2
Iceland,2009,134.4
Iceland,2010,131
Iceland,2011,131.8
Iceland,2012,134.1
Iceland,2013,133.5
Iceland,2014,136.4
Iceland,2015,140.5
Iceland,2016,140.8
Iceland,2017,144.8
Iceland,2018,146.1
Ireland,2000,116.3
Ireland,2001,120.5
Ireland,2002,116.6
Ireland,2003,116.9
Ireland,2004,117
Ireland,2005,113
Ireland,2006,114.2
Ireland,2007,111.6
Ireland,2008,112.3
Ireland,2009,111.6
Ireland,2010,111.7
Ireland,2011,108.1
Ireland,2012,105.9
Ireland,2013,110
Ireland,2014,106.4
Ireland,2015,114.3
Ireland,2016,111.4
Ireland,2017,115.5
Ireland,2018,117.6
Italy,2000,113.9
Italy,2001,113.7
Italy,2002,113.1
Italy,2003,111.7
Italy,2004,112
Italy,2005,111.4
Italy,2006,110.9
Italy,2007,110.7
Italy,2008,110.6
Italy,2009,112
Italy,2010,111.7
Italy,2011,109.9
Italy,2012,109.1
Italy,2013,108.5
Italy,2014,105.9
Italy,2015,104.6
Italy,2016,103.6
Italy,2017,104.6
Italy,2018,106.6
Japan,2000,96.4
Japan,2001,96.7
Japan,2002,94.4
Japan,2003,94.4
Japan,2004,91.8
Japan,2005,92.4
Japan,2006,90.2
Japan,2007,90.7
Japan,2008,89.1
Japan,2009,87.1
Japan,2010,87.6
Japan,2011,87.4
Japan,2012,88.6
Japan,2013,87.7
Japan,2014,87.1
Japan,2015,86.2
Japan,2016,85.7
Japan,2017,86.8
Japan,2018,87.4
Korea,2000,87.2
Korea,2001,87.5
Korea,2002,88.9
Korea,2003,89.2
Korea,2004,87
Korea,2005,87.6
Korea,2006,90.2
Korea,2007,91.1
Korea,2008,93.1
Korea,2009,91.9
Korea,2010,91.6
Korea,2011,97.2
Korea,2012,95.6
Korea,2013,96.2
Korea,2014,95.4
Korea,2015,96.5
Korea,2016,96.7
Korea,2017,98.8
Korea,2018,100.2
Luxembourg,2000,99.2
Luxembourg,2001,107.5
Luxembourg,2002,106.3
Luxembourg,2003,108.1
Luxembourg,2004,108.1
Luxembourg,2005,110.1
Luxembourg,2006,109.8
Luxembourg,2007,108.7
Luxembourg,2008,108.2
Luxembourg,2009,108.1
Luxembourg,2010,110.3
Luxembourg,2011,113.9
Luxembourg,2012,115.6
Luxembourg,2013,113.9
Luxembourg,2014,111.8
Luxembourg,2015,112.2
Luxembourg,2016,111.4
Luxembourg,2017,109.8
Luxembourg,2018,108.7
Mexico,2000,86.1
Mexico,2001,87.7
Mexico,2002,87.9
Mexico,2003,87.4
Mexico,2004,87.3
Mexico,2005,87.1
Mexico,2006,88
Mexico,2007,88.7
Mexico,2008,88.2
Mexico,2009,86.9
Mexico,2010,87.1
Mexico,2011,85.4
Mexico,2012,86.6
Mexico,2013,87.6
Mexico,2014,89.9
Mexico,2015,90
Mexico,2016,90.7
Mexico,2017,91
Mexico,2018,91.5
Netherlands,2000,107.3
Netherlands,2001,108.8
Netherlands,2002,102
Netherlands,2003,97.7
Netherlands,2004,105.1
Netherlands,2005,105.1
Netherlands,2006,108.6
Netherlands,2007,106
Netherlands,2008,108
Netherlands,2009,110.7
Netherlands,2010,107.8
Netherlands,2011,107
Netherlands,2012,111.9
Netherlands,2013,111.7
Netherlands,2014,108.5
Netherlands,2015,107.6
Netherlands,2016,107.6
Netherlands,2017,102.4
Netherlands,2018,106.7
New Zealand,2000,87.9
New Zealand,2001,90.3
New Zealand,2002,90.7
New Zealand,2003,91.8
New Zealand,2004,93.4
New Zealand,2005,92.2
New Zealand,2006,93.9
New Zealand,2007,94.4
New Zealand,2008,94.1
New Zealand,2009,92
New Zealand,2010,90.4
New Zealand,2011,100.2
New Zealand,2012,91.8
New Zealand,2013,92.5
New Zealand,2014,91.7
New Zealand,2015,91.5
New Zealand,2016,96
New Zealand,2017,92.2
New Zealand,2018,94
Norway,2000,105.1
Norway,2001,105.6
Norway,2002,105.6
Norway,2003,103.7
Norway,2004,104.5
Norway,2005,105.4
Norway,2006,105
Norway,2007,107.1
Norway,2008,109.9
Norway,2009,109.7
Norway,2010,110
Norway,2011,109.5
Norway,2012,111
Norway,2013,110.9
Norway,2014,111.2
Norway,2015,112.5
Norway,2016,112.3
Norway,2017,113.8
Norway,2018,113.4
Poland,2000,99.8
Poland,2001,99.6
Poland,2002,100.6
Poland,2003,101
Poland,2004,99.1
Poland,2005,98.7
Poland,2006,98.7
Poland,2007,99.6
Poland,2008,98
Poland,2009,100.7
Poland,2010,101.3
Poland,2011,102.3
Poland,2012,101.5
Poland,2013,101.5
Poland,2014,100.4
Poland,2015,100.9
Poland,2016,103.9
Poland,2017,105.3
Poland,2018,105.6
Portugal,2000,112.8
Portugal,2001,114.5
Portugal,2002,112.3
Portugal,2003,110.5
Portugal,2004,113.1
Portugal,2005,113.1
Portugal,2006,113.5
Portugal,2007,117.3
Portugal,2008,114.2
Portugal,2009,114.2
Portugal,2010,114
Portugal,2011,111.7
Portugal,2012,110.3
Portugal,2013,110.9
Portugal,2014,111.1
Portugal,2015,112.3
Portugal,2016,113.1
Portugal,2017,114.8
Portugal,2018,117
Slovak Republic,2000,71.6
Slovak Republic,2001,71
Slovak Republic,2002,73.6
Slovak Republic,2003,73.8
Slovak Republic,2004,71.3
Slovak Republic,2005,74.1
Slovak Republic,2006,73.9
Slovak Republic,2007,71.3
Slovak Republic,2008,73.4
Slovak Republic,2009,72.5
Slovak Republic,2010,73.8
Slovak Republic,2011,74.7
Slovak Republic,2012,69.1
Slovak Republic,2013,72.5
Slovak Republic,2014,71.6
Slovak Republic,2015,68
Slovak Republic,2016,70
Slovak Republic,2017,68.9
Slovak Republic,2018,70.6
Spain,2000,112.3
Spain,2001,112.8
Spain,2002,115.4
Spain,2003,113.8
Spain,2004,110.7
Spain,2005,108.7
Spain,2006,110.2
Spain,2007,111.2
Spain,2008,108.1
Spain,2009,108
Spain,2010,107
Spain,2011,105.9
Spain,2012,104.7
Spain,2013,104.9
Spain,2014,104.8
Spain,2015,105.4
Spain,2016,107.4
Spain,2017,107.2
Spain,2018,107.6
Sweden,2000,101.9
Sweden,2001,103.9
Sweden,2002,107.7
Sweden,2003,108.2
Sweden,2004,108.3
Sweden,2005,108
Sweden,2006,107.7
Sweden,2007,107.1
Sweden,2008,108.9
Sweden,2009,107.7
Sweden,2010,108.5
Sweden,2011,106.8
Sweden,2012,105.3
Sweden,2013,107.7
Sweden,2014,108.1
Sweden,2015,107.9
Sweden,2016,106.7
Sweden,2017,106.9
Sweden,2018,105.6
Switzerland,2000,95.9
Switzerland,2001,94.7
Switzerland,2002,93.8
Switzerland,2003,93.7
Switzerland,2004,92.8
Switzerland,2005,91.9
Switzerland,2006,92.2
Switzerland,2007,94
Switzerland,2008,93.4
Switzerland,2009,94.6
Switzerland,2010,94.8
Switzerland,2011,95.6
Switzerland,2012,92.1
Switzerland,2013,93.1
Switzerland,2014,97
Switzerland,2015,97.3
Switzerland,2016,96.7
Switzerland,2017,96.9
Switzerland,2018,95.5
Turkey,2000,105.3
Turkey,2001,103.2
Turkey,2002,103.4
Turkey,2003,102.7
Turkey,2004,103
Turkey,2005,103.3
Turkey,2006,103
Turkey,2007,102.7
Turkey,2008,100.5
Turkey,2009,100.7
Turkey,2010,103.5
Turkey,2011,104.5
Turkey,2012,107.5
Turkey,2013,108.1
Turkey,2014,107.5
Turkey,2015,110.3
Turkey,2016,108.7
Turkey,2017,110.6
Turkey,2018,110.7
United Kingdom,2000,98.8
United Kingdom,2001,100.7
United Kingdom,2002,101.9
United Kingdom,2003,103.1
United Kingdom,2004,103.2
United Kingdom,2005,103.6
United Kingdom,2006,104.1
United Kingdom,2007,104.5
United Kingdom,2008,102.9
United Kingdom,2009,102.1
United Kingdom,2010,102.1
United Kingdom,2011,102.9
United Kingdom,2012,103.4
United Kingdom,2013,103.2
United Kingdom,2014,101.7
United Kingdom,2015,104
United Kingdom,2016,105.4
United Kingdom,2017,105
United Kingdom,2018,103.9
United States,2000,114.3
United States,2001,112.8
United States,2002,114.4
United States,2003,114.6
United States,2004,115.5
United States,2005,115.1
United States,2006,114.6
United States,2007,114.9
United States,2008,112.9
United States,2009,110.9
United States,2010,110.6
United States,2011,108.6
United States,2012,109.7
United States,2013,109.6
United States,2014,110.7
United States,2015,111.4
United States,2016,112.5
United States,2017,113.3
United States,2018,113.7
Brazil,2000,79.4
Brazil,2001,79.7
Brazil,2002,81.3
Brazil,2003,84.4
Brazil,2004,83.8
Brazil,2005,83.1
Brazil,2006,84.4
Brazil,2007,85.3
Brazil,2008,88.6
Brazil,2009,88.5
Brazil,2010,91.6
Brazil,2011,94.5
Brazil,2012,93.6
Brazil,2013,95
Brazil,2014,94.3
Brazil,2015,92.8
Brazil,2016,93.2
Brazil,2017,94.1
Brazil,2018,95.7
Chile,2000,78.6
Chile,2001,79.6
Chile,2002,81.1
Chile,2003,83.7
Chile,2004,84.8
Chile,2005,85.9
Chile,2006,87.7
Chile,2007,85.6
Chile,2008,85.5
Chile,2009,82.1
Chile,2010,83.1
Chile,2011,85.3
Chile,2012,85.3
Chile,2013,87.4
Chile,2014,86.7
Chile,2015,86.8
Chile,2016,89.8
Chile,2017,90.6
Chile,2018,91.6
China (People's Republic of),2000,83.7
China (People's Republic of),2001,83.4
China (People's Republic of),2002,84.2
China (People's Republic of),2003,84.8
China (People's Republic of),2004,85.9
China (People's Republic of),2005,86.9
China (People's Republic of),2006,87.1
China (People's Republic of),2007,89.2
China (People's Republic of),2008,91.9
China (People's Republic of),2009,92.6
China (People's Republic of),2010,95
China (People's Republic of),2011,95.6
China (People's Republic of),2012,97.4
China (People's Republic of),2013,98
China (People's Republic of),2014,98.3
China (People's Republic of),2015,100.1
China (People's Republic of),2016,100.3
China (People's Republic of),2017,101
China (People's Republic of),2018,101.7
Estonia,2000,89
Estonia,2001,87.3
Estonia,2002,92.4
Estonia,2003,90.5
Estonia,2004,84.9
Estonia,2005,93
Estonia,2006,93.6
Estonia,2007,97.1
Estonia,2008,100.7
Estonia,2009,98.7
Estonia,2010,99.1
Estonia,2011,99.6
Estonia,2012,97.8
Estonia,2013,103.9
Estonia,2014,100.2
Estonia,2015,102.4
Estonia,2016,103
Estonia,2017,101.2
Estonia,2018,105.4
India,2000,56.6
India,2001,56.1
India,2002,54.3
India,2003,54.3
India,2004,54
India,2005,53.7
India,2006,55.9
India,2007,58
India,2008,58.4
India,2009,57.7
India,2010,59.6
India,2011,60
India,2012,59.2
India,2013,60.3
India,2014,61.1
India,2015,60.9
India,2016,61.5
India,2017,63.3
India,2018,63.4
Indonesia,2000,52.7
Indonesia,2001,52.4
Indonesia,2002,53.3
Indonesia,2003,53.5
Indonesia,2004,54.1
Indonesia,2005,53.6
Indonesia,2006,55
Indonesia,2007,56.1
Indonesia,2008,56.6
Indonesia,2009,57.9
Indonesia,2010,59.6
Indonesia,2011,61.2
Indonesia,2012,61.9
Indonesia,2013,62.2
Indonesia,2014,63.2
Indonesia,2015,64
Indonesia,2016,66.2
Indonesia,2017,67.8
Indonesia,2018,67.3
Israel,2000,120.3
Israel,2001,123.4
Israel,2002,126.4
Israel,2003,124.3
Israel,2004,128.8
Israel,2005,128.9
Israel,2006,130.1
Israel,2007,127.5
Israel,2008,128.2
Israel,2009,124.8
Israel,2010,125.6
Israel,2011,126.2
Israel,2012,127.9
Israel,2013,128.1
Israel,2014,126.8
Israel,2015,122.6
Israel,2016,124.8
Israel,2017,125.6
Israel,2018,126.9
Russia,2000,85.3
Russia,2001,86.8
Russia,2002,88.7
Russia,2003,90
Russia,2004,90.7
Russia,2005,94.2
Russia,2006,95.3
Russia,2007,98.5
Russia,2008,99.6
Russia,2009,99.6
Russia,2010,101
Russia,2011,101.3
Russia,2012,103.5
Russia,2013,102.8
Russia,2014,102.5
Russia,2015,102.1
Russia,2016,101.2
Russia,2017,102.7
Russia,2018,101.4
Slovenia,2000,102.3
Slovenia,2001,100
Slovenia,2002,98.6
Slovenia,2003,100.1
Slovenia,2004,99.3
Slovenia,2005,98.1
Slovenia,2006,98.2
Slovenia,2007,98.3
Slovenia,2008,101.7
Slovenia,2009,101.9
Slovenia,2010,100.5
Slovenia,2011,98.9
Slovenia,2012,98.3
Slovenia,2013,96.2
Slovenia,2014,98.9
Slovenia,2015,97.4
Slovenia,2016,98.6
Slovenia,2017,97.5
Slovenia,2018,96.4
South Africa,2000,76.4
South Africa,2001,76.1
South Africa,2002,74.9
South Africa,2003,75.7
South Africa,2004,77.9
South Africa,2005,78.9
South Africa,2006,79.7
South Africa,2007,81
South Africa,2008,81.2
South Africa,2009,80.4
South Africa,2010,82.3
South Africa,2011,83.5
South Africa,2012,84.5
South Africa,2013,85.3
South Africa,2014,85.5
South Africa,2015,86.5
South Africa,2016,84.6
South Africa,2017,83.6
South Africa,2018,84.4
Australia,2000,45
Australia,2001,45.6
Australia,2002,45.7
Australia,2003,46.9
Australia,2004,46.8
Australia,2005,46.8
Australia,2006,46.4
Australia,2007,47.4
Australia,2008,47
Australia,2009,45.9
Australia,2010,46.1
Australia,2011,46.5
Australia,2012,45.9
Australia,2013,46.1
Australia,2014,61.8
Australia,2015,60.5
Australia,2016,60
Australia,2017,59.3
Australia,2018,57.7
Austria,2000,46.5
Austria,2001,45.5
Austria,2002,44.9
Austria,2003,46.3
Austria,2004,47.5
Austria,2005,49.6
Austria,2006,48.8
Austria,2007,46.9
Austria,2008,48.8
Austria,2009,46.8
Austria,2010,48.3
Austria,2011,47.7
Austria,2012,47.3
Austria,2013,45.3
Austria,2014,44.9
Austria,2015,46.9
Austria,2016,48.5
Austria,2017,47.5
Austria,2018,46.3
Belgium,2000,55
Belgium,2001,54.5
Belgium,2002,54.1
Belgium,2003,54.6
Belgium,2004,53.5
Belgium,2005,53.2
Belgium,2006,51
Belgium,2007,50.4
Belgium,2008,52.6
Belgium,2009,54.4
Belgium,2010,57.1
Belgium,2011,50.5
Belgium,2012,55.7
Belgium,2013,52.4
Belgium,2014,53.3
Belgium,2015,61.5
Belgium,2016,58.8
Belgium,2017,59.1
Belgium,2018,62.6
Canada,2000,50.6
Canada,2001,52.9
Canada,2002,55.7
Canada,2003,55.9
Canada,2004,54.3
Canada,2005,53.8
Canada,2006,52.8
Canada,2007,53.3
Canada,2008,51.3
Canada,2009,49.5
Canada,2010,46.1
Canada,2011,50
Canada,2012,48.2
Canada,2013,48.3
Canada,2014,93.5
Canada,2015,93.1
Canada,2016,90.4
Canada,2017,84.3
Canada,2018,91.2
Czech Republic,2000,44.3
Czech Republic,2001,46.5
Czech Republic,2002,51.2
Czech Republic,2003,54.9
Czech Republic,2004,54.9
Czech Republic,2005,37.6
Czech Republic,2006,32.1
Czech Republic,2007,34.7
Czech Republic,2008,35
Czech Republic,2009,38.9
Czech Republic,2010,40.4
Czech Republic,2011,41.3
Czech Republic,2012,43.6
Czech Republic,2013,42.9
Czech Republic,2014,56.3
Czech Republic,2015,48.2
Czech Republic,2016,46.7
Czech Republic,2017,49.1
Czech Republic,2018,44.3
Denmark,2000,53.7
Denmark,2001,52
Denmark,2002,57.6
Denmark,2003,57.7
Denmark,2004,57.9
Denmark,2005,50.8
Denmark,2006,54
Denmark,2007,62.7
Denmark,2008,53.5
Denmark,2009,52.4
Denmark,2010,53.6
Denmark,2011,53.3
Denmark,2012,55.5
Denmark,2013,55.5
Denmark,2014,54.8
Denmark,2015,54.9
Denmark,2016,54.9
Denmark,2017,55.3
Denmark,2018,56.2
Finland,2000,38.5
Finland,2001,35
Finland,2002,34.8
Finland,2003,34.3
Finland,2004,34.8
Finland,2005,34
Finland,2006,33.4
Finland,2007,34.5
Finland,2008,29.9
Finland,2009,33.8
Finland,2010,30.8
Finland,2011,31.3
Finland,2012,31.7
Finland,2013,31.7
Finland,2014,40.2
Finland,2015,40.3
Finland,2016,40.3
Finland,2017,40.4
Finland,2018,41.3
France,2000,39.7
France,2001,40.8
France,2002,41.3
France,2003,40.4
France,2004,41.2
France,2005,41.7
France,2006,37.9
France,2007,37.3
France,2008,36.3
France,2009,40.4
France,2010,38
France,2011,37.7
France,2012,38
France,2013,39.2
France,2014,37.3
France,2015,38.6
France,2016,38.7
France,2017,38.8
France,2018,42.6
Germany,2000,42
Germany,2001,45.8
Germany,2002,45.2
Germany,2003,48.4
Germany,2004,49.3
Germany,2005,50.9
Germany,2006,48.2
Germany,2007,46.1
Germany,2008,49.5
Germany,2009,48.1
Germany,2010,49.9
Germany,2011,48.7
Germany,2012,47.4
Germany,2013,48.5
Germany,2014,49
Germany,2015,49.3
Germany,2016,47.5
Germany,2017,46.5
Germany,2018,44.2
Greece,2000,33
Greece,2001,34.5
Greece,2002,34.4
Greece,2003,35.1
